temperature,humidity,occupancy,appliances,hour,previous_consumption,energy_consumption
32,53,6,1,18,421.9812358034997,308.74868995902085
20,58,9,8,15,293.1767471506071,308.25757350215525
38,86,4,13,12,255.66758994288352,373.7221910124726
38,81,4,19,3,198.46473500957592,365.86148963454553
37,43,6,17,11,401.69360683567,441.9708392161576
36,22,8,13,3,355.7807692506825,392.1011568340034
16,86,3,16,16,182.6524117467431,290.5148138347609
37,69,8,15,13,417.7872318739603,462.6173978072691
25,48,8,11,16,452.8821253433838,392.4046029154907
28,51,7,12,0,123.69890509929834,274.5096802959882
19,58,7,3,19,408.96825520961653,310.46928003375086
20,28,5,9,0,441.12077337106103,335.3101403799528
24,33,2,14,21,496.6031597898188,416.8480785852818
22,87,2,7,1,195.04059957494678,232.30966596959507
28,83,8,11,16,248.40128208570113,335.74746872106306
38,39,6,10,22,486.4764368803516,430.71606548732825
17,47,8,3,21,137.6062201174338,173.77836328932227
26,33,3,19,0,309.48313756590164,369.484536912405
30,63,1,2,11,302.6978319351551,259.97561664293914
37,58,6,17,12,342.61909555246547,402.48052025087776
31,47,2,2,13,232.31704593851603,230.2294029968187
15,83,9,16,9,470.36723546871656,441.522712040823
37,51,5,17,11,208.0245043836291,347.11832230081353
24,28,5,10,21,359.87820703376093,331.7693166344512
39,47,8,4,17,298.3708091019745,313.79826260219033
37,36,6,11,6,206.66938099203196,305.98112171428926
24,74,3,17,18,175.5415182889708,315.46633707507084
35,29,9,12,14,482.6248497030636,438.32073242809935
38,25,4,10,6,324.5165846383144,350.1453706934505
16,67,4,16,13,341.6763648897767,374.9839279118598
23,86,2,4,8,413.15818361679135,328.6772316221571
36,60,3,3,4,132.49066343991328,196.40722555057516
27,79,4,9,0,385.5057071187115,335.69544918664724
39,61,7,6,15,166.05605502892814,276.42552797168065
30,47,3,12,4,396.1924340305824,376.3509309825542
32,32,8,1,23,156.5314686509509,200.2677739122552
33,34,8,14,7,432.9974799494385,424.1751176421821
26,55,2,10,18,372.406504290805,333.6017410637712
22,34,4,18,19,254.35611554096815,333.46975450236886
31,75,8,13,11,243.5337775610334,353.5418782086261
29,23,1,9,7,159.57882542236783,206.95369672778392
24,71,1,19,7,461.62134230644665,455.855712842889
29,29,4,4,22,147.411709139525,211.2015599830031
29,64,2,3,5,288.8309554116503,247.99740397967005
37,48,1,6,19,194.6073819159214,222.64541608989512
21,72,8,9,8,498.5310032076104,413.3188009656796
27,48,2,10,1,334.33762060747927,321.6041626389767
31,42,4,9,17,159.83380135640513,251.45774955343325
23,76,3,17,0,367.0255990487228,416.1866244317822
22,69,2,10,10,496.64360688902053,400.14765250155324
34,40,8,6,14,342.01731224614963,311.7919714762266
35,62,3,16,11,282.9516378224778,358.9685026984782
32,29,9,17,2,217.30804864746185,361.34515973671546
27,49,5,11,18,136.84936593150718,248.54068332441486
30,70,9,7,19,191.29851959595504,297.2356044105347
23,52,3,4,18,321.44831182594953,254.28041345276858
26,37,5,10,9,401.5142794598329,365.7885252880255
26,41,6,14,15,451.17235609185985,411.0341584180701
20,83,9,17,5,417.4849001490682,452.99013694905125
33,40,8,14,8,150.18608054896708,297.3044776432194
21,20,2,13,7,409.3839540052187,355.81137507909585
39,34,2,2,21,332.64181845832223,281.4159313582667
17,55,5,9,15,287.64302300192946,290.4693124868971
30,66,5,3,7,329.10564738883227,309.1888666988266
32,73,5,4,23,103.230131508995,196.74919699981496
30,51,4,12,21,127.09209718841072,259.67112919779083
37,77,8,15,17,310.3397116291925,420.6113642424448
21,65,5,8,4,169.44769979262304,230.2536863651465
18,73,1,18,19,318.21638085337327,365.3202471844768
39,52,5,5,11,241.68542874992607,284.39884183661854
22,58,1,2,5,462.9648082699011,311.62616232303213
27,42,4,9,1,479.8733709217815,394.3614493216443
27,62,1,14,3,491.9136452274078,414.6705116691744
31,74,6,1,15,459.57519835312746,346.69142321018273
31,21,6,4,23,494.35634047693316,343.81124260006106
19,85,1,17,13,382.4588502957447,386.362740519408
20,57,8,10,16,484.2169119604206,404.6564794973752
33,48,4,2,18,356.71698618273086,297.9629196217433
27,86,2,6,3,423.6856827542881,350.93770960005537
39,55,1,19,17,152.76399708948412,331.6447087140313
28,48,3,9,11,373.0398350410232,339.35449287672304
36,56,7,19,1,472.44132373410383,504.81063458031304
18,64,8,19,5,316.0192966131051,405.898917137147
21,35,5,9,5,174.7278854121237,229.37677888274771
22,50,7,3,2,310.7554242900006,258.2730449520285
39,53,2,6,7,382.77639762379533,332.51647532057876
27,69,4,6,11,407.9153996389592,332.12331831646503
20,84,6,17,2,309.4808039727935,393.4791443160492
20,81,5,13,1,186.94720968746003,308.91580600494416
38,62,6,13,20,470.6755154314989,458.4403869824623
35,75,2,7,22,409.44696658134285,339.6497502627124
17,34,7,9,0,208.2753602470416,245.39140339734524
17,67,8,18,17,424.7251669585498,442.8078157949778
27,68,9,1,17,239.14505980722365,234.26731270619644
36,63,6,13,7,224.9725378673523,339.0496071046963
16,29,7,8,21,445.23065093885765,350.54698688947104
30,39,1,9,13,449.2940827268485,372.7709232030366
36,89,9,1,12,259.39256112759165,304.4137227530394
20,27,6,9,14,103.5691220326258,190.1908635069424
22,64,4,11,14,174.62624855999675,261.4159304756936
37,53,9,4,12,463.71853128982343,385.13367394833875
22,70,1,16,3,459.49973482202313,411.6447915292015
39,23,2,14,3,281.337899237379,339.0885393430097
20,58,3,18,4,221.64668291035144,326.94031064508044
28,43,1,9,2,221.09931684206865,260.1327215361019
17,74,2,1,11,458.8779210514152,309.0612037686054
24,45,2,3,19,229.8933243902066,209.2756354709574
17,44,7,1,11,304.6321038960438,231.1839489394957
26,55,6,3,19,392.4044202371591,299.8268103394191
31,77,9,14,6,183.79241664376752,360.6311962200318
19,31,5,14,6,201.53563263435746,290.25979076819044
34,20,9,13,0,243.22475723805073,340.44824976423763
39,69,9,1,11,361.689355738956,326.6004029593992
23,44,2,15,2,426.99626045853114,406.2671039482928
35,24,9,7,14,318.6823053323998,324.81079555916205
34,87,3,16,8,153.1714946598495,306.3060019214402
21,25,3,1,21,278.4982092278884,205.4744583630863
36,45,9,15,21,151.0762888492776,315.20626874525124
18,74,7,15,19,135.31886786667812,291.58109735994327
27,58,8,19,8,335.8467079405791,439.57236010573763
27,28,7,6,13,482.4848447191692,351.39309365244065
24,64,9,6,2,435.04473333362375,359.7737868555426
32,33,8,1,7,409.7885050169972,321.5521014425538
31,74,4,16,5,390.8223863461335,417.8753664415566
34,28,2,18,11,458.85114285427903,446.6346581949247
34,34,5,13,1,401.13403365711105,398.6834537701115
27,56,2,12,2,350.75093812030855,354.7336213822163
31,69,4,18,13,245.87203210948815,364.67649792324113
36,40,2,10,16,140.37755594391712,219.65160908043848
18,76,5,14,2,284.4133455376042,342.95465184776947
15,38,6,11,3,469.91369445814695,362.7711250654068
15,77,1,18,14,333.240106150061,376.80981323482706
29,25,8,12,21,173.80167195805342,284.28811323405165
27,23,2,17,6,359.60932339233756,370.3638825691862
31,62,5,3,18,286.1848936322018,277.6887581776317
38,61,8,1,13,472.5520354331866,349.72997619693007
22,22,5,1,15,164.37596402480102,159.9671149089836
32,20,3,6,12,384.804699402705,314.64085700760387
27,74,6,19,22,372.64098592272063,443.2168813863397
37,34,1,4,19,493.41663140860186,345.1491795926673
28,66,1,13,16,325.96485064737544,339.8968461454087
22,65,8,12,16,448.62961437345604,429.8157473588557
22,77,7,8,23,109.88557501257227,240.07522537897492
29,58,3,7,9,149.15678728965304,218.47882233385894
27,22,8,7,6,238.37542913861222,281.75355255510425
21,49,8,7,19,347.73095886289514,326.52974165544043
19,54,1,14,16,279.63173798696346,312.7181785112152
31,76,7,18,21,181.07849893863556,365.7512259197765
39,48,2,19,11,335.6814959565738,403.59546220055705
30,69,2,19,10,326.6796237365451,418.5584707919092
37,81,2,18,9,309.77899140833944,417.4156233994848
16,71,5,6,22,136.22244484427927,204.25133448160264
36,33,7,16,21,470.81019710249234,465.80065413916265
32,54,4,3,21,336.9021214805746,285.6912046553026
31,47,4,2,7,205.5966988794629,208.33142606341147
21,77,9,15,14,374.96727615780827,419.58075673919086
27,49,9,11,21,227.16319634755493,305.769370498468
32,26,7,19,17,302.3424107097703,401.561071860833
28,58,4,18,22,236.45270842359318,356.37736942077004
32,88,8,11,12,452.1576106150772,443.3227404891029
27,54,3,3,15,497.5922338139721,353.32900479370414
25,71,3,4,12,164.47282613115948,210.54614297819296
35,33,7,6,3,109.43158022263874,225.67987532070754
35,82,9,12,10,187.72900279281697,317.07862545136686
30,55,4,4,18,335.9807932390454,295.29549079339586
37,43,4,12,7,169.58045583101324,288.5617712593382
31,59,1,4,9,424.5937698424613,323.28444589948145
22,48,1,2,11,263.468230717777,202.26990639952422
33,72,3,12,20,344.21309628565183,379.40514674855547
34,41,7,13,19,282.24713664914356,357.01551610774277
29,34,9,16,10,461.3311686475814,448.15087715450284
23,88,4,4,19,114.05413482491112,187.64121412892763
34,83,2,8,20,391.72075826263983,368.8020766846592
24,23,6,5,3,360.86885333634666,291.0380927199708
26,37,6,14,18,359.806012394304,374.3655414721459
35,61,9,15,19,265.59575721528205,383.04096519387775
37,49,4,11,9,106.27009139035901,264.4328461487955
34,34,8,10,14,375.6962887871831,378.8866296524602
15,89,3,10,12,431.7884851233013,351.93348290924166
39,74,2,6,12,134.09212439493925,223.58374573193564
34,72,9,16,20,276.6470016975875,401.53682629741553
23,35,6,4,17,165.0379415788217,193.33665706958038
36,53,8,9,6,344.3751145718433,343.86348868233756
29,46,9,10,13,414.2419505436147,384.95861546317576
15,32,1,5,4,366.68262597096253,253.22195610241408
26,46,1,10,8,227.2240281943542,258.2507963637504
17,88,5,16,21,155.8930811329535,308.35950895528725
25,50,9,11,16,417.7072584201849,373.62287016269363
16,22,7,6,4,229.56674339707686,221.58137974481343
30,49,7,7,15,108.85593269777046,232.44179675874855
23,40,2,12,8,328.5684857397003,313.1792022182577
29,25,3,13,16,198.67092409335135,266.7880067496549
26,51,4,17,17,436.48239934327074,423.11007883412736
15,61,2,9,2,157.30208175631142,217.7480095501445
27,81,9,8,4,273.9203396237001,324.2301171961779
28,51,5,16,21,201.25208144440472,317.81384606301896
39,58,7,3,20,375.8406476884325,339.94609181786086
39,83,9,5,16,319.41236374296864,351.9842394417769
22,49,5,13,19,416.3950876994384,372.2428073735241
22,82,6,18,21,283.44503008946083,387.49812300067015
26,50,4,16,3,101.92337261775823,257.87066620829836
15,59,8,14,3,186.07859221579827,306.93627981742577
25,52,1,11,20,499.66284327770944,406.16025128526115
22,82,1,18,23,262.1379957238041,349.0853630583836
24,44,5,8,20,348.09404315449024,326.2919355752927
33,55,9,12,6,461.97264322350287,434.82554686408963
25,43,2,19,7,108.20967285803538,280.7955176432536
21,77,3,2,21,363.8429585589581,269.3814383954588
25,58,8,9,21,215.3507895913747,287.66098282384206
31,65,5,9,1,211.69930214097258,287.4271371069965
15,29,3,14,9,189.94056129932275,256.9466219469134
35,51,6,15,4,429.09168651646394,437.68942180880356
35,55,6,11,16,249.1790929785978,328.90346672751156
22,47,5,13,6,126.8466153041703,266.13488168119306
37,35,5,5,1,138.74046315326524,198.82445022145006
38,35,6,6,5,159.44574507472083,262.4597996313761
20,37,2,5,9,459.5710349003701,311.7991899594174
36,27,6,1,8,270.97737060293696,244.66076983515416
32,89,2,18,4,466.4197358398083,485.68189605671097
20,20,3,8,2,426.9917891048498,327.21319530764436
19,81,2,17,10,435.1530485031392,425.6690605133734
27,57,1,11,9,214.73272445273307,284.5860345456643
33,64,1,11,15,208.5257650838143,283.1890198492294
36,77,9,3,19,324.02735193513115,334.5024635736031
22,20,4,8,18,267.1699847959803,245.62163322672532
23,51,5,8,0,303.6242753201387,301.3061660753227
31,27,7,3,10,121.28168074307979,194.69492350968667
17,59,2,10,14,488.6360765050112,384.8467335029167
33,75,9,19,6,123.26752313604925,363.0487066965658
25,82,4,14,7,171.53251906475492,302.2344804250409
38,55,1,18,15,371.2802099341032,416.39999693476864
31,76,8,3,17,162.20062069143324,233.7028590428342
35,64,4,14,23,142.7479710831156,295.0337743701563
33,21,7,11,22,161.44815254836885,259.1728779453713
16,87,3,10,10,124.76809728656363,244.07994290822288
22,69,9,14,0,200.52749610333774,335.72412394833566
33,48,5,1,15,208.44770840592582,219.3464723419431
21,29,5,16,3,299.4488350193287,352.40134858563084
31,46,3,6,22,275.48900688191003,279.5005792204926
20,34,9,18,5,289.485366059538,366.3386397667679
33,79,3,16,10,346.4158016835611,410.754623417906
38,50,2,19,23,192.38457249981752,362.2705174888506
20,40,9,16,5,153.88165243675806,295.46779653564886
16,79,9,5,9,451.5513114582174,344.3610833666751
20,77,4,12,5,353.5765358275805,341.9890160982172
37,60,4,6,9,124.26531757391984,226.95596691984576
19,65,6,2,21,484.4206599603281,322.29177539071816
33,64,9,16,22,377.2274009073636,439.0322788933016
34,45,8,11,4,160.68185683480465,284.2596859115933
18,70,3,12,8,487.6537726705603,401.4362066074026
36,55,6,11,6,246.16293729985324,323.1766961407166
31,71,7,19,16,493.8040319459081,506.35201448825785
25,70,6,8,11,141.3102517573154,248.61476889368393
18,22,3,18,10,163.9876868141983,270.2138711059983
27,33,9,5,5,362.96782034993765,321.64890467784625
34,68,4,12,23,108.8573860664293,258.4632976834454
31,20,2,10,10,107.47585648729428,210.30661372831395
23,76,9,15,10,416.79313288996013,435.73835342791136
18,36,3,5,13,167.11213269592812,187.75625660087132
37,69,6,17,15,467.5159970350429,486.72847172654104
28,33,5,4,1,270.3584648685487,263.5501198459538
33,78,2,12,1,449.46094171971026,412.99679882369753
17,22,1,18,4,267.10543363461136,307.92240845110587
28,59,9,8,13,312.092001988856,344.2386592599612
22,85,3,17,20,226.6056646705651,342.7823891644194
38,53,7,8,9,363.2305671023741,373.7952294999148
15,28,9,13,9,227.28046637722645,294.0765251672026
24,40,9,3,17,189.2680391400197,209.08362826021707
32,44,6,3,19,132.41892478508032,222.02763362452487
30,63,8,7,8,123.0677391311387,236.8540420525293
22,44,9,18,3,222.3897412809156,343.4661547093381
15,28,3,7,16,394.58933809970216,299.7350897658453
26,81,6,2,20,182.24802653744652,211.06010541706507
22,45,5,7,1,219.69098005579863,242.43690516361096
38,76,7,2,13,462.06856740884956,374.17658886919946
30,56,7,7,21,355.66299832452825,337.61515475811785
32,35,9,14,0,467.8889557687906,445.4158976334775
18,56,1,15,22,464.49041360145367,413.9175805464978
20,43,6,16,6,125.36427299427598,274.7992796119384
26,45,5,8,3,482.00372997134593,371.40741603474913
23,39,4,16,8,120.47118362450226,277.4815607570812
29,28,1,7,2,470.2475670993947,337.3860291375347
30,48,4,11,4,318.6933746626864,334.3213494192119
38,50,7,4,20,313.2758331509566,299.92785794828296
26,38,4,18,23,385.3056250479276,410.50186632583245
38,39,1,13,9,451.684508304692,408.15583146318795
37,46,1,17,9,346.8018222645028,393.770727490421
28,63,1,12,3,270.1599415125286,311.57215536745434
27,54,5,18,16,144.7557371939094,323.3180960205256
39,41,7,10,20,415.6837223579514,407.58861745822423
16,34,9,7,16,151.31739698832206,207.69875597608265
17,32,8,12,18,390.54634447969715,354.99932238549553
38,23,2,12,5,311.1699783128104,342.77021641355407
36,75,9,13,0,254.3343699032274,365.1221642432189
24,42,4,1,13,345.19455450134706,257.2565223719719
23,53,5,7,12,408.9424344298172,345.9189211959062
34,36,5,16,2,476.4558473802484,436.98932834602954
22,47,4,16,22,205.87875313511995,304.08205160380265
24,33,6,16,1,478.8520640846793,446.13377018003786
33,53,1,16,21,484.3792183951168,442.00090956752615
17,76,2,14,6,425.4522057918721,381.4117402220849
38,74,4,11,11,452.5748699769396,432.9698392993258
19,85,4,19,1,376.9710054868687,433.1760100287763
17,56,8,11,10,115.63888797251387,235.25340214513128
30,87,9,2,15,330.0314178821568,330.6854458527726
31,45,4,7,4,398.8818251843088,322.1546540051077
29,80,6,9,16,476.681253882534,399.4354307853854
17,86,4,9,2,328.18073880754946,312.13753699584635
26,71,4,14,13,417.6802713029534,404.1108277568732
23,37,9,10,15,382.01548701779757,358.51932368335565
35,72,4,16,16,212.32115541903272,344.19946839733086
26,82,6,18,18,161.89123006054342,332.59494480200766
29,72,9,1,3,400.3621314711602,324.9598351086745
16,46,3,2,20,193.50734447180295,167.1798410345149
37,50,7,4,19,197.87662185205636,261.86375721345786
32,20,7,2,19,357.57849548025905,286.2164676141001
34,25,1,4,8,415.6273856118114,302.3206955770348
26,30,2,6,10,332.9328371444945,274.09859016574103
37,53,5,4,4,453.9932615516285,372.9385813679428
18,82,8,18,10,184.57730770026978,339.22572332980997
37,72,6,5,12,200.96577181629584,257.70068306055657
30,37,7,11,20,354.7822016629778,351.3783432953229
37,40,3,13,1,431.7472738473188,404.95606123655585
30,38,6,3,21,315.7407206712934,279.89835624980833
15,23,9,19,1,104.15262932101848,294.16675840270256
36,48,3,11,9,370.77725168277647,382.3361466822945
39,44,6,11,12,425.4329732071739,416.8363886633481
16,75,7,2,4,210.61745115838963,206.44837339265817
17,82,5,15,10,121.67929155290697,272.7234224471517
35,46,8,8,14,307.18079124301926,313.59475355479674
39,79,8,2,4,116.86208814038137,222.97253607698627
34,68,6,8,19,266.4066975660977,309.83194495309283
31,84,7,15,4,107.12713778811818,284.07695811468176
34,57,3,16,6,189.98668916317462,346.0693658850579
36,71,7,13,9,255.52898075476395,357.7082038657513
35,20,7,17,1,144.68235589810314,295.034958423256
15,59,4,14,0,145.6623615954733,254.30665874226287
34,40,4,14,19,430.82469613025035,430.3788155617242
20,34,3,1,22,116.5695467029598,151.52728685278967
29,69,7,1,0,375.5864994694583,305.0976299725883
28,67,5,3,3,425.7928197397406,331.0705463633141
34,51,3,15,14,152.28894165425558,309.2859564735587
29,68,6,5,14,178.14829380538907,240.66161301451726
28,87,6,5,5,356.59732063801175,334.5716326023476
39,64,6,4,5,226.25864509728757,282.2122909498906
35,51,2,14,0,290.5692284939601,337.4967908029069
38,23,7,7,6,434.4010833118928,389.3481607781888
39,84,7,15,4,155.19326855371594,336.040085994351
19,84,4,11,21,347.86100876188243,338.1995375900572
20,37,6,14,16,476.95908891232006,416.1298130132779
31,73,4,6,6,122.98665187486822,231.24000709088313
25,66,4,10,3,124.00270599390448,245.575267234624
30,25,6,7,2,321.8969490470548,302.85963027514265
26,85,9,10,11,484.0303184377317,440.15534120687937
29,28,7,14,14,188.18945694671552,314.4181529821448
37,87,2,5,19,232.3167878864802,272.1264888234429
18,42,6,1,8,139.45918981914946,149.63608174815113
32,62,5,19,20,244.89889217473993,376.17522308844946
35,70,6,8,11,117.73299200803197,261.0726529828716
17,44,8,19,4,255.63759909789727,354.92455101074904
36,54,8,17,7,322.1951099768124,404.30936250015253
22,36,3,19,14,490.0019306737045,446.45898198882617
37,37,9,16,6,427.35519185678,457.05636339651403
17,46,6,4,18,428.8261643101397,320.57675695517736
22,34,7,8,12,191.25772982887884,231.48821448324287
32,88,9,4,0,134.89388086753803,249.1669656116125
24,34,7,13,10,341.22988164169743,369.0660367860978
39,61,9,7,12,308.45527802230697,340.13142310102813
34,53,1,1,1,306.60155063105253,246.28713489717381
31,67,1,9,18,143.60319448028395,215.6155220885996
22,27,3,4,10,297.55395770533033,247.13091804651668
37,29,9,14,0,160.14229623982735,325.51999696495324
25,24,1,9,0,268.8458374847353,259.7808490086595
19,67,1,3,7,124.86505305792642,143.41646217392844
27,45,5,15,12,442.7570397634276,427.4095004739161
35,42,8,5,7,105.27203452236714,215.92243621158897
37,81,2,1,1,475.7292557781319,318.7743417660494
19,32,4,11,7,445.1567290915756,370.1026529149264
38,28,6,19,13,401.04322902772117,464.1056111572264
27,39,1,5,1,493.02023291428986,353.7521626503744
20,76,4,17,12,121.52799885103325,275.9175706451457
19,43,4,19,4,356.63884242093866,372.8195392755282
23,52,9,17,0,439.7208361886864,446.7705248527951
30,39,9,5,8,150.64683861230776,237.46972265543843
16,79,6,9,19,333.9099914666109,314.33158887789676
15,67,8,6,9,257.56876347786874,251.4955994196762
22,83,4,13,10,274.3308453388373,340.19457623626016
33,49,8,11,17,465.00963415409046,424.3022669511591
25,36,3,1,16,315.46058010989293,239.1831533588125
26,33,2,17,5,137.30481793852965,276.4451350005942
26,38,6,6,10,474.8864695377716,361.0378593504249
21,78,5,3,23,174.0844682251582,207.69665088064357
27,86,8,16,3,457.0547265888256,467.0901732424728
22,63,1,13,0,488.368288434144,399.6803055729269
36,51,3,12,0,451.1349852642782,400.4979321800891
23,30,7,11,21,370.8535111235682,355.7175744729248
21,21,4,2,17,397.4207279292361,279.81469902797943
35,87,5,19,4,379.9468975059021,456.4713108015817
38,36,8,8,15,284.2097551420251,344.555386056244
29,59,1,13,1,209.76788749807486,294.66132914642435
16,65,1,14,8,214.0010919804119,280.3822371678454
37,23,7,15,1,392.467144514455,423.66039685011845
34,57,9,17,4,350.41457932822004,444.9376397979768
39,82,4,15,19,333.9536135876587,404.7333868607767
26,48,8,10,16,361.043535169759,364.017825805875
15,38,7,1,18,409.91449417235555,286.92786920188775
37,48,2,12,9,399.3363658582134,379.90759226642376
36,54,5,9,7,142.15856231696074,260.0187413591916
22,89,9,5,19,245.21401988268576,276.1737306935774
19,42,9,15,10,205.58685471363427,311.5836022146975
29,65,3,3,12,315.2954648896581,267.88605007787424
15,63,3,19,12,124.56643294863153,275.5129267528984
15,67,2,7,8,404.9856189970028,311.114054355462
39,71,7,7,4,142.61093350508952,271.98320972895704
24,27,6,7,17,208.56081036424717,245.6318672349616
36,74,5,2,7,413.09660208841905,327.80875805977445
24,85,7,2,19,120.62399316748338,189.71757757847558
35,59,4,12,13,364.0804274223966,387.84536368621565
29,50,5,5,1,469.79130871775453,353.31881758532285
31,67,9,4,21,347.05512687511515,336.91672068418904
36,80,9,7,15,385.06299496056437,378.95370386625046
20,71,4,16,0,416.90674900901877,414.8779973052939
17,57,6,3,23,188.8985288744606,209.02785474748475
27,55,2,2,22,332.38556720502527,230.5766423978858
30,74,3,17,12,223.62268641207567,357.3148785387235
22,32,9,9,17,199.7981516901221,279.94987965653445
29,56,6,8,0,176.98256603422178,256.5530101424734
31,66,8,12,6,334.1722461210843,384.8348946993222
31,41,5,7,3,417.812770621522,343.1245227016251
36,58,2,14,9,450.35562567537823,429.29483691562587
27,77,7,16,7,271.43437845674373,402.2559681116759
31,49,6,1,2,249.15960007917556,214.65446243312437
20,37,2,10,22,374.9227608402364,312.2081271100175
31,37,6,11,6,412.14369674094024,391.93220718860124
30,58,8,7,15,201.32773466895864,288.2133135425816
28,45,1,18,19,218.91635368441467,312.1881354692056
27,26,4,19,9,313.3573276603801,373.62889012150663
20,88,1,14,12,277.7542751359775,320.1862449268073
17,84,2,17,0,382.3150932238889,387.51183396931276
28,65,1,19,6,301.79399639509836,380.1455524833611
28,37,6,13,9,144.63964228903308,259.3009293965431
29,32,6,3,11,166.3812779152418,200.32632108195995
22,44,1,2,13,460.7635375282558,284.9821029190913
29,27,4,9,21,190.95934593197157,248.74315665532455
36,51,4,7,10,120.03443656716009,220.46419668519314
27,36,8,14,16,392.58182331489013,398.97145332444165
31,67,6,5,8,373.6044575378563,323.2576322362747
35,82,2,15,7,340.03040746192795,403.54068950079494
38,59,5,1,9,300.9024617859042,270.65014168653386
17,34,4,7,3,487.8321416187278,346.66274125913674
20,25,4,5,4,147.93291836738135,177.61161897481298
19,82,8,4,23,304.06511303126,287.90162305050103
36,27,5,11,17,325.6179773880175,345.05001554687766
31,51,3,19,5,108.99716735233574,311.6001089148442
37,64,4,6,9,264.7969699217354,290.29796747277936
39,71,1,18,17,413.1208501554565,441.2064472133784
16,32,6,5,10,288.439502097173,248.21492883760416
29,43,4,15,23,450.11137991636673,415.92107884530253
19,59,6,6,4,357.9195727557837,305.8146719556029
34,33,2,4,2,406.4341456199497,298.8750928367094
20,89,5,17,17,421.792054076944,445.80424905838737
20,81,9,15,3,375.8000957760533,406.80471551739504
32,80,8,18,7,399.75226401054044,479.88255523349636
32,20,3,6,16,378.1242159284991,306.5446399118208
18,85,1,19,9,320.1854993814493,388.14500660907527
31,51,3,12,18,326.61318623817317,337.8028141503047
39,32,8,9,0,175.95391305472052,265.510809992616
28,52,3,8,1,430.97569335162274,338.45096322426514
28,51,5,15,10,224.85492550875952,352.71373983123664
27,75,2,1,14,314.2947529861325,244.95323586363946
21,43,1,2,22,199.8182231770064,185.37978105846943
26,23,5,3,0,378.34599164249096,269.7781333706728
37,42,5,19,8,490.06758087357423,494.3189586294376
29,48,6,10,7,420.77609385896295,384.8333144158198
33,40,2,14,0,347.63819275502675,392.80130685077575
25,49,9,19,9,327.00261349684035,415.47258868588636
29,39,2,11,16,295.9085029411716,301.5461458326148
26,35,2,6,17,181.9885727054401,212.90419381095452
17,86,5,19,15,239.2040207376982,352.3941834622696
31,68,9,14,1,262.55762966852024,375.24670224397624
17,77,4,8,21,477.82762993640415,370.987548925337
33,63,6,2,16,270.233141614405,257.56673718229894
34,44,2,18,3,334.4761419183704,399.4581032014791
18,42,4,4,6,468.9698162447035,321.11963100365745
17,78,9,3,8,307.3705631245372,287.91995779647436
30,20,2,2,2,200.57991194561376,202.78549411392112
26,34,1,4,19,252.40244263923103,214.56466839927273
22,71,4,18,20,250.21568018111316,351.98197564403273
38,77,4,11,4,385.8870258808618,382.6926874504756
31,60,1,9,17,218.44829218401034,272.51203422877904
21,63,4,8,20,392.1154311041577,327.5044285222664
25,23,3,8,16,455.69708475469025,349.0189679712781
32,87,2,5,6,234.42920468548473,274.6478743141344
15,26,4,13,13,154.13644009830762,229.5174137005001
17,65,8,7,14,355.42174038745713,317.6969551073463
18,28,7,5,20,244.34178700959768,245.0989308115178
27,52,9,13,21,313.5944668578312,377.1917384195468
20,52,8,16,13,353.6662527358443,399.16464952427856
28,23,1,14,8,263.0971776243646,298.97986127243155
19,84,2,5,15,469.87778071602986,327.08430501451033
30,53,2,19,18,259.84586166818883,358.31229896633863
29,83,8,4,0,222.94973089601154,261.73257375433536
29,44,4,11,7,454.270088439555,398.2370029383379
18,74,9,2,17,154.52068937032388,206.37952558285
22,28,2,13,1,149.68357151423604,233.37143793294857
30,36,4,16,3,474.2792830422503,435.1469220870574
30,40,1,9,20,183.5873656437796,244.3708111287889
18,79,3,16,0,159.37496144985622,287.02542131737687
27,32,6,7,18,314.0673216078194,291.5188276377476
27,22,9,16,10,118.71538648411901,311.20783520779526
16,87,1,13,23,348.00600029102407,335.6064581843062
17,23,5,5,5,281.17231933562584,243.71394049422733
36,26,2,15,18,356.1647857658934,379.199910363536
22,45,7,7,13,213.5747614131002,238.37608332084338
38,43,4,18,22,462.1888857395767,462.6950597481145
29,29,5,2,21,208.23228509013828,215.39574535800924
25,32,8,8,20,355.02587421714423,328.44681553849796
23,63,2,10,23,478.0367402510499,367.96713732270223
21,58,3,10,23,260.32371533651303,287.09055385598845
27,38,5,11,18,164.570611317138,254.23372864097755
16,70,4,8,23,127.3529903647335,212.6677674189139
22,38,5,16,12,485.2071987230425,461.2209860004234
21,71,3,16,11,405.4805943975756,406.7906581786396
38,66,9,17,9,467.5808240283137,506.5331009754136
26,49,8,6,18,379.5332212639246,332.7500042782281
33,65,6,18,10,236.97940167574276,367.94485417720875
21,40,1,17,23,149.20663439335206,280.38223467559936
24,67,4,12,23,471.72274371000026,403.71684180973733
39,81,7,15,11,295.84761765237647,404.3396109341205
30,77,5,7,6,258.6035985110491,313.806374686378
17,37,4,14,7,331.11682449564927,330.125493436062
24,78,9,4,16,142.62372857242764,240.33395917567123
20,67,8,17,2,223.6815277497936,354.03146866666145
32,82,3,11,5,355.1504428392668,362.2867888838048
32,31,6,6,11,140.04917854286208,223.93620347855185
19,53,4,10,14,154.09710358595356,226.67948312023802
35,80,7,15,22,304.2351456364222,410.9530666287975
21,72,1,6,6,349.3828498404364,300.69322071158706
